RestaurantName,DiningRating,DeliveryRating,DiningVotes,DeliveryVotes,Cuisine,PlaceName,ItemName,BestSeller,Votes,Prices,Total_rating
Doner King,3.9,4.2,39,0,Fast Food,"Malakpet, Hyderabad",Platter Kebab Combo,BESTSELLER,84,249.0,8.1
Doner King,3.9,4.2,39,0,Fast Food,"Malakpet, Hyderabad",Chicken Rumali Shawarma,BESTSELLER,45,129.0,8.1
Doner King,3.9,4.2,39,0,Fast Food,"Malakpet, Hyderabad",Chicken BBQ Salad,BESTSELLER,43,189.0,8.1
Doner King,3.9,4.2,39,0,Fast Food,"Malakpet, Hyderabad",Special Doner Wrap Combo,MUST TRY,31,205.0,8.1
Doner King,3.9,4.2,39,0,Fast Food,"Malakpet, Hyderabad",Chicken Tandoori Pizza [8 inches],BESTSELLER,48,199.0,8.1
Doner King,3.9,4.2,39,0,Fast Food,"Malakpet, Hyderabad",Special Zinger Tortilla Wrap,CHEF'S SPECIAL,27,165.0,8.1
Doner King,3.9,4.2,39,0,Fast Food,"Malakpet, Hyderabad",Chicken Popcorn [20 Pieces],BESTSELLER,59,165.0,8.1
Doner King,3.9,4.2,39,0,Fast Food,"Malakpet, Hyderabad",Special Platter Kebab Combo,BESTSELLER,27,279.0,8.1
Doner King,3.9,4.2,39,0,Fast Food,"Malakpet, Hyderabad",Doner Kebab,MUST TRY,5,159.0,8.1
Doner King,3.9,4.2,39,0,Fast Food,"Malakpet, Hyderabad",Chicken Shawarma,MUST TRY,5,129.0,8.1
Doner King,3.9,4.2,39,0,Fast Food,"Malakpet, Hyderabad",Platter Kebab Combo,BESTSELLER,84,249.0,8.1
Doner King,3.9,4.2,39,0,Fast Food,"Malakpet, Hyderabad",Special Platter Kebab Combo,BESTSELLER,27,279.0,8.1
Doner King,3.9,4.2,39,0,Fast Food,"Malakpet, Hyderabad",Special Kebab Wrap Combo,BESTSELLER,26,205.0,8.1
Doner King,3.9,4.2,39,0,Fast Food,"Malakpet, Hyderabad",Special Doner Wrap Combo,CHEF'S SPECIAL,31,205.0,8.1
Doner King,3.9,4.2,39,0,Fast Food,"Malakpet, Hyderabad",Chicken BBQ Salad,BESTSELLER,43,189.0,8.1
Doner King,3.9,4.2,39,0,Fast Food,"Malakpet, Hyderabad",Doner Kebab,CHEF'S SPECIAL,5,159.0,8.1
Doner King,3.9,4.2,39,0,Fast Food,"Malakpet, Hyderabad",Chicken Tandoori Pizza [8 inches],BESTSELLER,48,199.0,8.1
Doner King,3.9,4.2,39,0,Fast Food,"Malakpet, Hyderabad",Special Zinger Tortilla Wrap,CHEF'S SPECIAL,27,165.0,8.1
Doner King,3.9,4.2,39,0,Fast Food,"Malakpet, Hyderabad",Special Fish Tortilla Wrap,CHEF'S SPECIAL,0,165.0,8.1
Doner King,3.9,4.2,39,0,Fast Food,"Malakpet, Hyderabad",Chicken Rumali Shawarma,BESTSELLER,45,129.0,8.1
Doner King,3.9,4.2,39,0,Fast Food,"Malakpet, Hyderabad",Chicken Popcorn [20 Pieces],BESTSELLER,59,165.0,8.1
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Naked Chicken Taco,BESTSELLER,184,249.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Big Bell Box - Veg,BESTSELLER,183,299.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Big Bell Box - Non Veg,BESTSELLER,103,349.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",7 Layer Burrito - Non veg,BESTSELLER,62,279.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Soft Taco Mexican Paneer,BESTSELLER,42,119.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Cheesy Fries,BESTSELLER,27,129.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Ultimate Rice Bowl - Non Veg,BESTSELLER,18,209.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Naked Chicken Nachos,BESTSELLER,49,189.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Naked Chicken Taco Meal,BESTSELLER,19,378.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Ultimate Rice Bowl - Veg,BESTSELLER,8,189.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Churros & Chocolate Regular,BESTSELLER,16,109.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Guacamole,BESTSELLER,6,70.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Big Bell Box - Veg,BESTSELLER,183,299.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Big Bell Box - Non Veg,BESTSELLER,103,349.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Naked Chicken Taco Meal,BESTSELLER,19,378.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Naked Chicken Taco,BESTSELLER,184,249.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Soft Taco Mexican Paneer,BESTSELLER,42,119.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",7 Layer Burrito - Non veg,BESTSELLER,62,279.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Ultimate Rice Bowl - Veg,BESTSELLER,8,189.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Ultimate Rice Bowl - Non Veg,BESTSELLER,18,209.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Cheesy Fries,BESTSELLER,27,129.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Naked Chicken Nachos,BESTSELLER,49,189.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Churros & Chocolate Regular,BESTSELLER,16,109.0,8.0
Taco Bell,4.3,3.7,117,0,Wraps,"The Next Galleria Mall, Hyderabad",Guacamole,BESTSELLER,6,70.0,8.0
BrownBear,3.6,4.0,239,0,Fast Food,"Himayath Nagar, Hyderabad",Chocolate Tin Cake,BESTSELLER,0,800.0,7.6
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Chicken Biryani,BESTSELLER,609,230.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Special Mutton Biryani,MUST TRY,168,300.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Kheema Biryani,MUST TRY,66,340.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Paneer Butter Masala,MUST TRY,63,240.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Special Chicken Biryani,BESTSELLER,368,280.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Special Chicken Biryani Family Pack,MUST TRY,180,580.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Pepper Chicken,BESTSELLER,151,220.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Mixed Fried Rice,MUST TRY,78,260.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Special Biryani Non-Veg,MUST TRY,79,370.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Chicken Drum Stick,BESTSELLER,90,310.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Murgh Majestic,MUST TRY,58,310.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Chicken 65,BESTSELLER,103,305.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Veg Manchurian,MUST TRY,46,230.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Prawns Biryani,MUST TRY,32,350.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Veg Biryani Family Pack,MUST TRY,48,410.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Veg Biryani,BESTSELLER,99,250.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Special Mutton Biryani Family Pack,BESTSELLER,58,600.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Chicken Fried Rice,BESTSELLER,72,240.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Veg Manchurian,BESTSELLER,46,230.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Chicken Drum Stick,BESTSELLER,90,310.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Murgh Majestic,BESTSELLER,58,310.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Pepper Chicken,BESTSELLER,151,220.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Chicken 65,BESTSELLER,103,305.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Veg Biryani,BESTSELLER,99,250.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Special Chicken Biryani,BESTSELLER,368,280.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Chicken Biryani,BESTSELLER,609,230.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Special Mutton Biryani,BESTSELLER,168,300.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Kheema Biryani,BESTSELLER,66,340.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Special Biryani Non-Veg,BESTSELLER,79,370.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Special Chicken Biryani Family Pack,BESTSELLER,180,580.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Special Mutton Biryani Family Pack,BESTSELLER,58,600.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Mixed Fried Rice,BESTSELLER,78,260.0,8.1
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,"Nallakunta, Hyderabad",Chicken Fried Rice,BESTSELLER,72,240.0,8.1
Siddique Kabab Centre,4.4,4.1,732,0,Chinese,"Tolichowki, Hyderabad",Grilled Chicken,MUST TRY,520,432.0,8.5
Siddique Kabab Centre,4.4,4.1,732,0,Chinese,"Tolichowki, Hyderabad",Tandoori Chicken,MUST TRY,151,408.0,8.5
Siddique Kabab Centre,4.4,4.1,732,0,Chinese,"Tolichowki, Hyderabad",Chicken 65 Gravy,BESTSELLER,179,168.0,8.5
Siddique Kabab Centre,4.4,4.1,732,0,Chinese,"Tolichowki, Hyderabad",Fried Chicken Kebab [16 Pieces],MUST TRY,164,396.0,8.5
Siddique Kabab Centre,4.4,4.1,732,0,Chinese,"Tolichowki, Hyderabad",Tandoori Tangdi [2 Pieces],BESTSELLER,93,240.0,8.5
Siddique Kabab Centre,4.4,4.1,732,0,Chinese,"Tolichowki, Hyderabad",Tandoori Fish,MUST TRY,143,108.0,8.5
Siddique Kabab Centre,4.4,4.1,732,0,Chinese,"Tolichowki, Hyderabad",Fry Fish,BESTSELLER,128,108.0,8.5
Siddique Kabab Centre,4.4,4.1,732,0,Chinese,"Tolichowki, Hyderabad",Paneer Butter Masala,MUST TRY,44,108.0,8.5
Siddique Kabab Centre,4.4,4.1,732,0,Chinese,"Tolichowki, Hyderabad",Boneless Fried Fish,MUST TRY,64,288.0,8.5
Siddique Kabab Centre,4.4,4.1,732,0,Chinese,"Tolichowki, Hyderabad",Fried Chicken Kebab [16 Pieces],BESTSELLER,164,396.0,8.5
Siddique Kabab Centre,4.4,4.1,732,0,Chinese,"Tolichowki, Hyderabad",Tandoori Chicken,BESTSELLER,151,408.0,8.5
Siddique Kabab Centre,4.4,4.1,732,0,Chinese,"Tolichowki, Hyderabad",Grilled Chicken,BESTSELLER,520,432.0,8.5
Siddique Kabab Centre,4.4,4.1,732,0,Chinese,"Tolichowki, Hyderabad",Tandoori Fish,BESTSELLER,143,108.0,8.5
Siddique Kabab Centre,4.4,4.1,732,0,Chinese,"Tolichowki, Hyderabad",Fry Fish,BESTSELLER,128,108.0,8.5
Siddique Kabab Centre,4.4,4.1,732,0,Chinese,"Tolichowki, Hyderabad",Tandoori Tangdi [2 Pieces],BESTSELLER,93,240.0,8.5
Siddique Kabab Centre,4.4,4.1,732,0,Chinese,"Tolichowki, Hyderabad",Chicken 65 Gravy,BESTSELLER,179,168.0,8.5
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",shah ghouse Special Chicken Dry Fruit Shawarma,MUST TRY,1061,199.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",SGC Chicken Rumali Shawarma,MUST TRY,1280,145.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",shah ghouse Special Chicken Malai Shawarma,MUST TRY,458,199.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",SGC Chicken Samoli Shawarma,CHEF'S SPECIAL,305,135.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",shah ghouse Special Chicken Rumali Shawarma,MUST TRY,1128,165.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",SGC Chicken Kuboos Shawarma,CHEF'S SPECIAL,206,135.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",shah ghouse Special Chicken Shawarma Platter,MUST TRY,116,200.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",shah ghouse Special Chicken Somali Shawarma,CHEF'S SPECIAL,102,155.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",Double ka Meetha,BESTSELLER,145,75.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",shah ghouse Lays Chicken Shawarma,MUST TRY,48,199.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",shah ghouse Lemon Chicken Shawarma,MUST TRY,17,199.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",shah ghouse Special Chicken Kuboos Shawarma,MUST TRY,81,155.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",Special Lassi,BESTSELLER,18,120.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",Special Chicken Rumali Shawarma with Pina Colada Mocktail,MUST TRY,0,310.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",SG Special Sundae,CHEF'S SPECIAL,0,170.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",Mango Lassi,BESTSELLER,13,130.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",Mango Falooda,MUST TRY,15,130.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",Special Chicken Rumali Shawarma with Mango Lassi,CHEF'S SPECIAL,12,285.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",Special Chicken Rumali Shawarma with Mango Lassi,CHEF'S SPECIAL,12,285.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",SGC Chicken Samoli Shawarma,CHEF'S SPECIAL,305,135.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",SGC Chicken Kuboos Shawarma,CHEF'S SPECIAL,206,135.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",SGC Chicken Rumali Shawarma,CHEF'S SPECIAL,1280,145.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",shah ghouse Special Chicken Somali Shawarma,CHEF'S SPECIAL,102,155.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",shah ghouse Special Chicken Kuboos Shawarma,CHEF'S SPECIAL,81,155.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",shah ghouse Special Chicken Rumali Shawarma,CHEF'S SPECIAL,1128,165.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",shah ghouse Special Chicken Dry Fruit Shawarma,CHEF'S SPECIAL,1061,199.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",shah ghouse Special Chicken Malai Shawarma,CHEF'S SPECIAL,458,199.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",shah ghouse Lays Chicken Shawarma,CHEF'S SPECIAL,48,199.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",shah ghouse Special Chicken Honey Shawarma,CHEF'S SPECIAL,9,200.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",shah ghouse Special Chicken Shawarma Platter,CHEF'S SPECIAL,116,200.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",Special Falooda,BESTSELLER,12,130.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",Mixed Dry Fruit Falooda,BESTSELLER,0,160.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",Double ka Meetha,BESTSELLER,145,75.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",SG Special Sundae,CHEF'S SPECIAL,0,170.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",Dry Fruit Ice Cream Sundae,BESTSELLER,26,170.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",SG Punch,CHEF'S SPECIAL,0,200.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",Special Lassi,BESTSELLER,18,120.0,8.399999999999999
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,"Charminar, Hyderabad",Mango Lassi,BESTSELLER,13,130.0,8.399999999999999
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Tmh Masala Dosa,BESTSELLER,623,125.0,8.2
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Idly,BESTSELLER,753,85.0,8.2
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Plain Dosa,BESTSELLER,207,105.0,8.2
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Tmh Poori Kurma,BESTSELLER,267,130.0,8.2
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Dahi Vada,BESTSELLER,68,135.0,8.2
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Bisibele Bath,BESTSELLER,41,185.0,8.2
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Tmh Cutlet,BESTSELLER,107,105.0,8.2
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Ghee Karapodi Idly,BESTSELLER,60,120.0,8.2
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Tmh Basundi,BESTSELLER,22,150.0,8.2
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Butter Masala Dosa,BESTSELLER,111,145.0,8.2
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Button Idly,BESTSELLER,72,125.0,8.2
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Bisibele Bath,BESTSELLER,41,185.0,8.2
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Button Idly,BESTSELLER,72,125.0,8.2
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Dahi Vada,BESTSELLER,68,135.0,8.2
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Ghee Karapodi Idly,BESTSELLER,60,120.0,8.2
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Idly,BESTSELLER,753,85.0,8.2
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Tmh Cutlet,BESTSELLER,107,105.0,8.2
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Tmh Poori Kurma,BESTSELLER,267,130.0,8.2
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Tmh Basundi,BESTSELLER,22,150.0,8.2
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Butter Masala Dosa,BESTSELLER,111,145.0,8.2
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Plain Dosa,BESTSELLER,207,105.0,8.2
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,"Taj Mahal Hotel, Hyderabad",Tmh Masala Dosa,BESTSELLER,623,125.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",Crispy Chicken Burger,BESTSELLER,410,90.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",Medium Fries,BESTSELLER,180,105.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",Chicken Whopper,BESTSELLER,233,199.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",Crispy Veg Burger,BESTSELLER,173,70.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",Crispy Chicken Combo,BESTSELLER,77,239.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",Crispy Chicken Double Patty + Crispy Chicken Double Patty,MUST TRY,77,258.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",Veg Whopper,BESTSELLER,45,179.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",Crispy Chicken Double Patty Burger,BESTSELLER,159,129.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",King Fries,MUST TRY,88,119.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",Chicken Fries - 5 Pcs,MUST TRY,126,79.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",Cheesy Fries,MUST TRY,21,139.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",Peri Peri Fries,MUST TRY,43,90.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",Crunchy Chicken Taco,BESTSELLER,127,110.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",Fiery Chicken Burger,BESTSELLER,51,199.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",6 Crispy Chicken,BESTSELLER,14,450.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",Crispy Veg Double Patty + Crispy Veg Double Patty,MUST TRY,16,190.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",Veggie Strips(5 Pcs),MUST TRY,79,49.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",Hashbrown,MUST TRY,55,39.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",Chocolate Thick Shake,MUST TRY,22,189.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",2 Crispy Veg Double Patty + 1King Fries + 1Veggie strips,MUST TRY,0,358.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",Veg Whopper,BESTSELLER,45,179.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",Chicken Whopper,BESTSELLER,233,199.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",Crispy Chicken Burger,BESTSELLER,410,90.0,8.2
Burger King,4.1,4.1,253,0,Fast Food,"The Next Galleria Mall, Hyderabad",Crispy Chicken Double Patty Burger,BESTSELLER,159,129.0,8.2
